INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc522988.wav,2.108413,,,,,,,,,,,,,,,,,,,1,,,,,,jhoBLJG4IRwccPC4vDAofQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc481982.wav,13.473991,,,,,,,,,,,,,,,,,,,1,,,,,,SELi1PX8KvV22kX/91j+QQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc447478.wav,19.408979,,,,,,,,,,,,,,,,,,,1,,,,,,GPasVhNQ9sEVwIXwi/srOQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc424965.wav,25.68084,,,,,,,,,,,,,,,,,,,1,,,,,,2PZX+Nw7RPTWNy5DIRK0og==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc231482.wav,25.077551,,,,,,,,,,,,,,,,,,,1,,,,,,V+wlZmFqyn95WSD2HjoiqQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc553349.wav,61.267799,,,,,,,,,,,,,,,,,,,1,,,,,,b6OyZwAsZj5UMWgl7fLE2w==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc528508.wav,31.004581,,,,,,,,,,,,,,,,,,,1,,,,,,yoyIeRbLy+9DLGNDkhOaNg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc425909.wav,7.031479,,,,,,,,,,,,,,,,,,,1,,,,,,ifmnEnqo8S/D59GXSm2daA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc236617.wav,11.572245,,,,,,,,,,,,,,,,,,,1,,,,,,wuminRxZSMX56Uvz2CBFgg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc534748.wav,3.898917,,,,,,,,,,,,,,,,,,,1,,,,,,0qCIbo+l2dcqt7mXIPqMUQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc534750.wav,8.911354,,,,,,,,,,,,,,,,,,,1,,,,,,M89WcEexfg4hnS1EKnvjXQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc448675.wav,55.843124,,,,,,,,,,,,,,,,,,,1,,,,,,2cNGlGqwohpQ/srr1EFghg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc426048.wav,21.498775,,,,,,,,,,,,,,,,,,,1,,,,,,tFZhCpCmxq4HpYPkyqw0xQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc240495.wav,36.216,,,,,,,,,,,,,,,,,,,1,,,,,,Zfnz5bTuOSzt+qD+7lo9IQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc481986.wav,76.769974,,,,,,,,,,,,,,,,,,,1,,,,,,wYoyc7npRtF9ee3sA+bXWA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc254912.wav,11.62381,,,,,,,,,,,,,,,,,,,1,,,,,,soFyG25Vt9PrzSoHoHAtnA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc26789.wav,166.452011,,,,,,,,,,,,,,,,,,,1,,,,,,KSmH1W5tK+Z4xHEGaf/7RQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc538710.wav,38.034286,,,,,,,,,,,,,,,,,,,1,,,,,,T6HdaCi7Ou76d/yEXA7Ixg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc553497.wav,42.053196,,,,,,,,,,,,,,,,,,,1,,,,,,bbuG6+bRwJ13Z5bL0ggjNg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc539273.wav,5.152766,,,,,,,,,,,,,,,,,,,1,,,,,,0KuF4D7bUUTgpkcxcV7hVA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc561592.wav,64.416,,,,,,,,,,,,,,,,,,,1,,,,,,F8c/6Kr4Y9mK59OE89WK5Q==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc450997.wav,45.599998,,,,,,,,,,,,,,,,,,,1,,,,,,/hT+hNIG7rYyoySm+eYGZg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc315363.wav,30.816,,,,,,,,,,,,,,,,,,,1,,,,,,LBypOCB6PrFx4GNmTBl+ng==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc540804.wav,11.912539,,,,,,,,,,,,,,,,,,,1,,,,,,2WtU5cFSfOkRIDIlMWO0Cw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc540932.wav,8.254694,,,,,,,,,,,,,,,,,,,1,,,,,,nb+VpTjvE7DAXH2OesQnag==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc565822.wav,5.041633,,,,,,,,,,,,,,,,,,,1,,,,,,y/DMCsZ/RXEoxgz659ytag==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc25754.wav,38.321632,,,,,,,,,,,,,,,,,,,1,,,,,,S9t8zlg3pxi/LYEsD7fgGA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc330151.wav,19.408979,,,,,,,,,,,,,,,,,,,1,,,,,,+FsFJEaSHsp3IAZklYL7Ig==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc482366.wav,85.047333,,,,,,,,,,,,,,,,,,,1,,,,,,VMgL1l56PNN/O8p5V7ptzg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc261486.wav,15.96,,,,,,,,,,,,,,,,,,,1,,,,,,uubmcWupKzv3gve1qFWk0w==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc559277.wav,31.000204,,,,,,,,,,,,,,,,,,,1,,,,,,Hk4TjUiOs/a58UCdVoiPkw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc482367.wav,59.471001,,,,,,,,,,,,,,,,,,,1,,,,,,xCEG6yeA0lRiPGP+Lklxyw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc339599.wav,16.946779,,,,,,,,,,,,,,,,,,,1,,,,,,eNxFERVlUtv+2ENZl4vO5g==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc261489.wav,16.271999,,,,,,,,,,,,,,,,,,,1,,,,,,Ilnp7CG+3vuqWdF/Km0PFA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc432733.wav,135.03653,,,,,,,,,,,,,,,,,,,1,,,,,,MioPo/dic3uZfXIhnlNQnQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc263994.wav,19.252438,,,,,,,,,,,,,,,,,,,1,,,,,,22ku7+8INkH8ac5TEQkBMw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc482368.wav,60.803001,,,,,,,,,,,,,,,,,,,1,,,,,,LP322DOkyOwxusaZWZCacg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc433784.wav,27.167347,,,,,,,,,,,,,,,,,,,1,,,,,,zJ08YG87WqPIAOSuAFJLvQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc559280.wav,38.900318,,,,,,,,,,,,,,,,,,,1,,,,,,QEA21s20teDWlmEqkXajAA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc453967.wav,60.813061,,,,,,,,,,,,,,,,,,,1,,,,,,T5IXwou00uwtaLlSyrnoDg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc482369.wav,26.718,,,,,,,,,,,,,,,,,,,1,,,,,,EsKe7PBsqsY1RtgpXhE2ww==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc341737.wav,33.565033,,,,,,,,,,,,,,,,,,,1,,,,,,nqIxYUftPcllKUPJ8L2fjg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc295135.wav,214.804901,,,,,,,,,,,,,,,,,,,1,,,,,,iiTgCKbxjkyGI7F0oFkIrQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc441294.wav,52.181999,,,,,,,,,,,,,,,,,,,1,,,,,,VA9eaFE6nBouHRi+VQAQ6w==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc564770.wav,51.95755,,,,,,,,,,,,,,,,,,,1,,,,,,lHJmzJVq3KGYQFiqMctvuw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc454041.wav,31.243515,,,,,,,,,,,,,,,,,,,1,,,,,,ioQBAmvVh0sHy7Z5Alnq2A==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc482961.wav,35.918365,,,,,,,,,,,,,,,,,,,1,,,,,,3RxebSCzYgbLeiA8Tdqt9w==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc263995.wav,43.189583,,,,,,,,,,,,,,,,,,,1,,,,,,xdmJ+mLhB1iTgVLTnNtuUw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc565776.wav,25.435623,,,,,,,,,,,,,,,,,,,1,,,,,,VKT/PWqzNNiSpntRqTc/Pw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc454863.wav,15.49,,,,,,,,,,,,,,,,,,,1,,,,,,ebKakZdEBymP01nV/qsknQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc482962.wav,25.39043,,,,,,,,,,,,,,,,,,,1,,,,,,e6+sGsQxTND/eW6vA8AANg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc310713.wav,38.269386,,,,,,,,,,,,,,,,,,,1,,,,,,emWWf9buE0Z6Y8hWnctarA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc565777.wav,39.282562,,,,,,,,,,,,,,,,,,,1,,,,,,OX6uVcqYypl6ua1arTzKOg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc483080.wav,41.978798,,,,,,,,,,,,,,,,,,,1,,,,,,QiUkGtE02i9ZCVOmT2Hl5A==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc344221.wav,50.520817,,,,,,,,,,,,,,,,,,,1,,,,,,As0ICQS1VC7k/pTaCD8+dA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc357609.wav,5.634833,,,,,,,,,,,,,,,,,,,1,,,,,,e3cktAwktf+6iCi8U4UZNw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc456431.wav,42.008312,,,,,,,,,,,,,,,,,,,1,,,,,,Rjset7jdvorcQicYh23KDA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc364086.wav,7.621678,,,,,,,,,,,,,,,,,,,1,,,,,,ITTjpVfiyRVWcCjq8EcBBQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc441295.wav,113.970001,,,,,,,,,,,,,,,,,,,1,,,,,,GLk+cGUWlA281xNmEx3b3Q==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc567398.wav,32.868,,,,,,,,,,,,,,,,,,,1,,,,,,hk2JCJqUglsuKAQ4Zk0Bjw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc364880.wav,5.668571,,,,,,,,,,,,,,,,,,,1,,,,,,uoWaetRYj3jHEvPexzuadA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc121168.wav,38.687119,,,,,,,,,,,,,,,,,,,1,,,,,,L53DnJ2IdjcloF1HZMG3cg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc372910.wav,29.524172,,,,,,,,,,,,,,,,,,,1,,,,,,hn1YMIR9PKCH4CuiaBkCcA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc263996.wav,86.756294,,,,,,,,,,,,,,,,,,,1,,,,,,wCF0sdZnDGYtqpuLRMau9g==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc25119.wav,22.778776,,,,,,,,,,,,,,,,,,,1,,,,,,ZJxmoBkgMWl/8Pz/rfrcGQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc372911.wav,9.137053,,,,,,,,,,,,,,,,,,,1,,,,,,9eeXim0oB5Aa7ZCJwMMA3w==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc483257.wav,56.006531,,,,,,,,,,,,,,,,,,,1,,,,,,9rvPyK+qEGsp6/galqq4LQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc449756.wav,48.11755,,,,,,,,,,,,,,,,,,,1,,,,,,o3+k72aB0IpB71XdtZZx+Q==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc457104.wav,67.372154,,,,,,,,,,,,,,,,,,,1,,,,,,PLnOMMoGRhlyyVhIlKlstw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc449757.wav,19.121634,,,,,,,,,,,,,,,,,,,1,,,,,,OT3U4Xod7DMNd0pn+ULOTg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc27962.wav,72.463448,,,,,,,,,,,,,,,,,,,1,,,,,,pMgweqxF8YE/52EJxrBt5A==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc542331.wav,236.499588,,,,,,,,,,,,,,,,,,,1,,,,,,yAIdMw4HCh7Eu9WBGsogDQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc265251.wav,46.056,,,,,,,,,,,,,,,,,,,1,,,,,,NyzGgTALcY3L0roIbtINnQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc528571.wav,3.231655,,,,,,,,,,,,,,,,,,,1,,,,,,ckjN23p2fCWkm4mqBHHOGg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc483258.wav,29.100409,,,,,,,,,,,,,,,,,,,1,,,,,,YySTJ0da459YP2TM1+VGCA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc315640.wav,98.638367,,,,,,,,,,,,,,,,,,,1,,,,,,g6VzVzjl35AV6n7I7m2Esw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc458091.wav,16.067625,,,,,,,,,,,,,,,,,,,1,,,,,,obx8N11T5Jf3Q6Fe7f7RPQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc459311.wav,15.732,,,,,,,,,,,,,,,,,,,1,,,,,,dFb1kYO7YPbQ63YJ/eZYnA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc380962.wav,65.771004,,,,,,,,,,,,,,,,,,,1,,,,,,1yOHeVBkrWPj+hSzRwVMSQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc459312.wav,15.84,,,,,,,,,,,,,,,,,,,1,,,,,,Jj0AKx+UJiH52tfPcCcmtg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc381668.wav,24.136984,,,,,,,,,,,,,,,,,,,1,,,,,,lt7MaBnWhTiiYX0VcvuhsA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc457105.wav,45.342133,,,,,,,,,,,,,,,,,,,1,,,,,,k2fRYzRlMthSJUAeLEHZ3Q==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc459663.wav,16.771292,,,,,,,,,,,,,,,,,,,1,,,,,,CuiVSBxvISiue5yA7BjN9g==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc542332.wav,62.204769,,,,,,,,,,,,,,,,,,,1,,,,,,oLnJurbWz9NydFdEHaD9dg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc400868.wav,29.007229,,,,,,,,,,,,,,,,,,,1,,,,,,qq3Kg+u4wAFm0DhxOWEdFA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc410962.wav,3.024,,,,,,,,,,,,,,,,,,,1,,,,,,zYKk4h8SOd7kIr7M3fbTEQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc462741.wav,4.767324,,,,,,,,,,,,,,,,,,,1,,,,,,o/hCPgEq91C5XmuWLUntKg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc458938.wav,29.629116,,,,,,,,,,,,,,,,,,,1,,,,,,233X5yw9mzLbD4rQJFY6mw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,European Nightjar,xc483390.wav,173.744995,,,,,,,,,,,,,,,,,,,1,,,,,,HrHQoDoL2mt/AIh7mWkvEA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc277466.wav,81.301292,,,,,,,,,,,,,,,,,,,1,,,,,,OUz4P3geuYJjFpDh12OiVw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc462743.wav,11.304581,,,,,,,,,,,,,,,,,,,1,,,,,,h5laCGiRMt67NCYA+bYPwQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc528726.wav,69,,,,,,,,,,,,,,,,,,,1,,,,,,d5QvtjmfKn+aS2j+zJZstA==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc529045.wav,9.705063,,,,,,,,,,,,,,,,,,,1,,,,,,NPiBvvgZT4BnHtWXQOWkHg==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc542333.wav,42.183563,,,,,,,,,,,,,,,,,,,1,,,,,,Y4wpVekw6/NQk4dkTTJbvw==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Redwing,xc531596.wav,4.697146,,,,,,,,,,,,,,,,,,,1,,,,,,MtkgKmZjPURftQS/gzfKLQ==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Eurasian Oystercatcher,xc463179.wav,26.891157,,,,,,,,,,,,,,,,,,,1,,,,,,qPv6/QygbTBGtqIaQNfe+g==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Marsh Tit,xc458939.wav,57.385509,,,,,,,,,,,,,,,,,,,1,,,,,,SZSONwly1349yYoBENvU8g==
C:\Users\AnthonyGibbons\OneDrive - Peroptyx\Documents\GitHub\Personal_Projects\bird_detection_audio\birds,Common Moorhen,xc542334.wav,27.098833,,,,,,,,,,,,,,,,,,,1,,,,,,NNZX0nyq9gWkxWxWKa+3Tg==
